english,platforms,required_age,achievements,average_playtime,median_playtime,price,genres_count,owners_num,developer_num,publisher_num,timestamp,class
1,3,0,0,222,231,7.19,10,4,1043,821,1465776000.0,1
1,1,0,5,127,153,0.79,7,4,647,513,1437523200.0,0
1,3,0,35,63,63,13.0,7,4,879,689,1489708800.0,1
1,1,0,25,0,0,25.79,15,1,1102,860,1447286400.0,1
1,3,0,40,11,11,15.49,15,1,893,699,1497571200.0,1
1,2,0,0,2018,2283,22.49,10,4,235,709,1445385600.0,1
1,1,0,15,501,501,5.59,10,4,354,784,1435190400.0,1
1,1,0,21,361,714,11.99,8,4,1117,357,1472774400.0,1
1,1,0,0,297,314,0.79,6,4,467,369,1432080000.0,0
1,2,0,69,282,282,26.99,10,6,308,243,1496102400.0,1
1,3,0,25,75,77,0.0,7,4,769,608,1433376000.0,1
1,1,0,0,0,0,13.37,9,6,1099,857,1443657600.0,1
1,3,0,22,168,175,7.19,12,7,372,296,1468281600.0,1
1,1,0,0,3,6,1.99,5,1,663,527,1430697600.0,1
1,3,0,9,139,184,10.99,13,7,1336,1036,1437091200.0,1
1,1,0,21,163,178,0.0,7,4,402,320,1431388800.0,1
1,1,0,0,213,233,0.79,6,4,29,32,1431388800.0,0
1,3,0,30,201,201,9.99,8,1,64,270,1458777600.0,1
1,2,0,21,7,7,0.0,10,4,390,311,1440633600.0,1
1,3,0,39,17,17,1.99,7,1,843,660,1435795200.0,1
1,3,0,100,193,361,14.99,13,4,54,903,1457568000.0,1
1,3,0,5,796,796,1.99,9,3,1347,638,1457913600.0,1
1,3,0,10,325,325,4.99,9,4,1297,1004,1437350400.0,1
1,1,0,0,204,217,0.79,11,4,137,326,1436227200.0,1
1,2,0,20,203,313,10.99,7,1,225,737,1462406400.0,1
1,3,0,69,283,283,10.99,10,6,748,589,1473292800.0,1
1,1,0,50,270,220,2.09,10,4,1245,959,1433462400.0,1
1,3,0,141,286,513,11.39,16,6,1209,939,1435017600.0,1
1,1,0,39,223,235,14.99,8,4,106,104,1454284800.0,1
1,1,0,1,6,7,0.0,5,4,117,112,1453939200.0,1
1,3,0,136,235,352,0.0,18,7,745,586,1439856000.0,1
1,2,0,0,348,348,1.99,7,1,542,435,1432771200.0,1
1,1,0,0,484,484,0.0,7,4,739,582,1435276800.0,0
1,2,12,17,0,0,6.99,8,3,114,110,1436486400.0,1
1,1,0,30,258,246,1.99,8,1,1342,33,1456358400.0,1
1,3,0,61,0,0,39.99,13,6,657,517,1502409600.0,1
1,2,0,17,219,219,6.99,11,1,1246,23,1474502400.0,1
1,1,0,17,2713,2713,6.99,8,1,37,39,1477008000.0,1
1,1,0,15,0,0,0.0,9,1,964,746,1464220800.0,1
1,3,0,16,323,429,1.99,11,4,452,359,1433376000.0,0
1,2,0,105,0,0,7.19,12,6,1108,866,1438041600.0,1
1,1,0,0,202,214,0.79,6,4,786,107,1433376000.0,0
1,1,0,70,0,0,15.49,11,3,276,226,1527811200.0,1
1,3,0,15,8,8,0.0,5,1,682,544,1446681600.0,1
1,3,0,16,207,204,6.99,6,4,1189,923,1444867200.0,1
1,1,0,0,8159,8159,33.99,9,6,812,943,1458777600.0,1
1,1,0,198,1930,3613,33.99,6,4,162,943,1446422400.0,1
1,1,0,48,185,242,22.99,11,1,71,75,1449619200.0,1
1,1,0,0,4048,4048,12.99,9,6,544,334,1461801600.0,1
1,1,12,85,1911,3665,15.99,9,4,1074,842,1460592000.0,1
1,1,0,26,82,159,0.0,16,4,348,276,1435276800.0,1
1,1,0,67,422,422,24.99,8,4,329,357,1494806400.0,1
1,3,0,30,47,47,14.99,10,4,163,147,1471996800.0,1
1,3,0,14,0,0,3.99,8,3,25,29,1437523200.0,1
1,1,0,31,301,301,14.99,7,1,801,630,1447977600.0,1
1,2,0,0,256,318,6.99,10,3,302,240,1457481600.0,1
1,2,0,27,0,0,7.99,7,6,1126,879,1440979200.0,1
1,3,0,0,112,35,0.0,9,7,1149,892,1440374400.0,1
1,3,0,31,322,541,3.99,11,4,1097,331,1463702400.0,1
1,2,0,35,113,113,10.29,8,1,1321,1026,1443398400.0,1
1,1,0,0,169,169,0.0,5,4,573,462,1468800000.0,1
1,1,0,0,16,16,10.99,5,1,529,420,1459382400.0,1
1,3,0,46,139,209,11.99,7,1,737,243,1444089600.0,1
1,1,0,0,2197,2582,23.79,10,1,1098,856,1517875200.0,1
1,1,12,28,0,0,10.99,8,1,1074,842,1450224000.0,1
1,2,18,57,1725,533,11.99,13,4,1148,261,1464652800.0,1
1,2,18,35,184,184,11.99,12,4,1148,261,1464652800.0,1
1,3,0,10,184,184,10.29,12,1,680,138,1480636800.0,1
1,1,0,9,205,214,1.59,9,7,995,773,1462233600.0,1
1,1,0,45,64,111,0.0,12,4,892,23,1481500800.0,1
1,2,0,13,27,27,22.99,11,4,538,692,1467331200.0,1
1,2,0,0,242,242,10.99,6,6,1034,812,1450656000.0,1
1,3,0,12,383,401,2.79,13,4,953,739,1526515200.0,1
1,3,0,5,1,1,0.0,11,1,980,761,1466035200.0,1
1,3,0,0,947,947,11.99,12,6,887,695,1464912000.0,1
1,3,0,16,169,204,3.99,10,4,1298,1005,1438732800.0,1
1,1,16,55,1024,1024,34.99,8,1,1255,12,1457568000.0,1
1,3,0,99,423,224,0.0,7,7,923,0,1437609600.0,1
1,3,0,29,282,343,4.79,13,6,1274,983,1451260800.0,1
1,3,0,45,153,181,9.99,12,1,1250,964,1505260800.0,1
1,1,0,0,116,217,3.99,10,1,665,531,1436745600.0,1
1,1,0,35,335,469,19.49,10,1,586,474,1458518400.0,1
1,3,0,0,13,15,0.0,6,4,1335,1035,1439164800.0,1
1,3,0,58,189,237,10.99,9,4,355,283,1458518400.0,1
1,1,0,51,805,1510,22.99,11,4,71,421,1456876800.0,1
1,3,0,15,0,0,2.99,17,3,882,584,1457308800.0,1
1,1,18,41,342,342,14.99,10,4,187,164,1466467200.0,0
1,2,0,58,267,267,5.59,15,3,869,679,1449705600.0,1
1,1,0,20,472,476,0.0,8,7,569,183,1447286400.0,1
1,2,0,49,1397,1777,39.99,11,4,241,203,1471478400.0,1
1,1,0,6,183,236,0.79,11,4,679,326,1439510400.0,1
1,1,0,0,18,18,0.0,5,4,322,255,1438560000.0,1
1,3,0,36,143,143,11.39,13,1,185,162,1453334400.0,1
1,2,0,48,0,0,0.0,7,1,420,335,1443052800.0,1
1,1,0,50,302,556,34.99,8,3,949,44,1501113600.0,1
1,1,0,0,3,3,0.0,8,4,635,504,1440547200.0,1
1,3,0,11,0,0,17.49,10,6,634,127,1516665600.0,1
1,2,0,102,76,90,0.0,15,4,903,705,1465257600.0,1
1,2,0,180,155,155,8.99,10,1,112,74,1462492800.0,1
1,3,0,24,364,559,6.99,10,1,559,452,1457913600.0,1
1,1,0,19,0,0,6.99,7,1,1042,820,1449532800.0,1
1,2,0,6,3,5,0.0,9,4,50,394,1443052800.0,1
1,3,0,0,1,1,14.99,11,3,899,702,1471824000.0,1
1,1,0,35,0,0,24.99,13,6,194,991,1541462400.0,1
1,3,0,8,215,215,5.59,8,6,1079,581,1443139200.0,1
1,3,0,19,211,303,10.99,11,4,682,1036,1474934400.0,1
1,3,0,55,324,298,10.99,10,4,438,347,1459296000.0,1
1,1,0,0,0,0,7.5,6,3,978,758,1455753600.0,1
1,3,0,36,334,559,1.99,11,1,404,323,1443744000.0,1
1,1,0,49,0,0,39.99,9,6,292,357,1540771200.0,1
1,3,0,226,142,235,4.79,13,6,761,599,1479254400.0,1
1,1,0,50,100,125,29.99,13,4,817,642,1446768000.0,1
1,3,0,0,190,202,0.59,6,7,423,191,1459123200.0,1
1,3,0,12,330,372,0.79,11,7,423,191,1450828800.0,1
1,1,0,23,592,939,10.99,10,4,661,785,1475107200.0,1
1,3,0,1080,227,274,0.79,12,1,937,34,1442448000.0,1
1,2,0,25,0,0,4.99,11,1,992,770,1463702400.0,1
1,1,0,14,0,0,9.99,8,1,476,379,1445904000.0,1
1,3,0,0,621,618,6.99,8,4,1284,990,1441929600.0,1
1,3,0,11,0,0,1.99,11,6,57,61,1507248000.0,1
1,1,0,121,1240,425,0.0,8,7,1205,935,1475539200.0,1
1,2,0,96,581,104,0.0,7,4,243,205,1444694400.0,1
1,3,0,34,117,117,34.99,6,1,646,881,1480550400.0,1
1,3,0,0,33,50,0.0,8,7,768,607,1446163200.0,1
1,1,0,39,255,322,14.99,11,4,561,453,1497916800.0,1
1,3,18,39,230,230,22.99,13,1,502,517,1490313600.0,1
1,1,0,37,1103,1103,14.99,7,1,990,769,1506384000.0,1
1,2,0,70,59,59,24.99,9,4,1198,979,1453766400.0,1
1,1,0,23,552,253,14.99,15,6,909,455,1554940800.0,1
1,3,0,10,2092,2092,14.99,8,6,590,652,1450310400.0,1
1,3,0,14,0,0,14.99,10,6,590,652,1489622400.0,1
1,1,0,30,672,991,10.99,8,4,832,637,1456272000.0,1
1,2,0,32,1,1,10.99,8,6,250,210,1474502400.0,1
1,3,0,37,1616,1616,14.99,10,1,1284,990,1464912000.0,1
1,1,0,10,84,139,0.79,19,4,1070,239,1482278400.0,1
1,1,0,0,76,143,0.0,7,1,725,571,1451606400.0,1
1,1,0,23,326,326,6.99,8,6,1240,956,1447286400.0,1
1,1,0,48,8,8,0.0,6,4,1024,803,1447113600.0,0
1,1,0,0,0,0,6.99,8,3,865,677,1445558400.0,1
1,3,0,46,228,303,6.99,9,7,605,458,1447977600.0,1
1,1,12,51,915,1708,15.49,10,4,997,238,1468800000.0,1
1,3,0,0,0,0,14.99,12,6,717,566,1536796800.0,1
1,2,0,0,2180,4344,0.0,11,4,547,441,1461024000.0,1
1,1,12,50,0,0,24.99,8,6,649,842,1449100800.0,1
1,1,0,21,1661,869,10.99,10,4,380,303,1492560000.0,1
1,1,0,53,0,0,18.99,12,6,422,75,1461024000.0,1
1,3,0,9,20,39,0.79,5,1,688,550,1449187200.0,1
1,1,0,49,1228,1381,14.99,9,1,1136,998,1464739200.0,1
1,1,0,39,117,117,10.99,10,6,668,534,1481500800.0,1
1,1,0,0,12,14,0.0,4,1,1311,804,1445990400.0,1
1,1,0,10,6,6,0.0,9,4,316,249,1453161600.0,0
1,1,0,1,139,139,14.99,9,3,1121,412,1461024000.0,1
1,1,0,0,40,40,14.99,6,1,373,297,1459814400.0,1
1,1,0,0,146,259,1.69,11,1,621,498,1450656000.0,1
1,3,0,47,1909,2068,14.99,9,4,1069,839,1460937600.0,1
1,1,0,24,368,397,3.19,8,7,389,310,1460678400.0,1
1,1,0,48,561,729,0.0,11,7,58,633,1492041600.0,1
1,1,18,82,279,279,15.49,15,3,702,848,1506384000.0,1
1,3,0,73,4289,4289,24.99,10,4,907,777,1478649600.0,1
1,1,0,28,82,82,0.0,14,1,1307,1012,1473206400.0,1
1,2,0,20,0,0,3.99,8,3,1322,1027,1449187200.0,1
1,1,16,86,85,85,23.79,10,6,553,447,1531353600.0,1
1,1,0,33,9,14,0.0,10,4,820,645,1525046400.0,1
1,1,0,44,39,39,0.0,13,4,274,225,1455235200.0,0
1,1,0,12,149,149,10.99,14,3,550,444,1488844800.0,1
1,2,0,0,36,36,3.99,10,1,1020,781,1449705600.0,1
1,3,0,36,637,637,14.99,13,6,210,182,1516147200.0,1
1,3,0,34,143,143,9.99,10,1,836,406,1468972800.0,1
1,1,0,20,551,962,19.49,10,1,1018,796,1520899200.0,1
1,1,0,43,20,27,1.59,14,4,267,221,1481846400.0,1
1,1,0,0,82,82,10.59,7,1,246,208,1477353600.0,1
1,1,0,0,224,228,0.79,5,7,1059,107,1447027200.0,1
1,2,0,15,102,129,14.99,11,1,703,439,1471824000.0,1
1,1,0,10,113,113,10.99,6,1,567,460,1507766400.0,1
1,3,0,0,0,0,6.99,5,3,845,662,1452470400.0,1
1,1,0,54,0,0,26.99,11,1,705,472,1495497600.0,1
1,1,0,17,241,222,0.49,7,1,890,410,1448236800.0,1
1,1,0,29,365,405,2.09,8,4,1245,959,1453939200.0,1
1,3,0,36,247,247,14.99,8,4,307,243,1456790400.0,1
1,2,0,30,515,515,16.99,9,4,63,66,1458777600.0,1
1,3,0,48,8,8,14.99,18,6,253,211,1488153600.0,1
1,1,0,1002,157,168,0.79,9,4,211,184,1482969600.0,1
1,3,0,1,216,399,3.99,5,4,1056,829,1455753600.0,1
1,1,0,33,535,682,14.99,8,7,1162,900,1467676800.0,1
1,2,0,88,224,351,14.99,8,4,1050,518,1473292800.0,1
1,1,0,0,0,0,23.79,7,6,196,172,1543795200.0,1
1,1,0,0,2766,4436,27.99,11,1,1267,970,1458777600.0,1
1,1,0,50,453,595,39.99,10,1,1068,104,1472688000.0,1
1,3,18,16,183,237,4.99,8,4,563,456,1459728000.0,1
1,1,0,18,323,323,8.59,9,6,966,943,1471305600.0,1
1,1,0,79,0,0,27.1,8,1,1128,49,1472083200.0,1
1,1,0,50,166,166,15.99,9,1,198,174,1473638400.0,1
1,1,0,29,0,0,10.99,16,1,889,696,1461283200.0,1
1,1,0,19,197,256,10.99,10,1,859,413,1452211200.0,1
1,1,0,0,15906,48,0.0,7,4,1039,817,1477612800.0,1
1,1,0,20,77,123,0.0,10,4,364,290,1454284800.0,1
1,2,0,0,332,221,0.0,13,7,81,82,1476835200.0,1
1,2,0,110,0,0,6.99,10,6,1316,1021,1458864000.0,1
1,2,0,6,22,27,0.0,7,1,7,10,1452211200.0,1
1,1,0,34,0,0,22.99,7,6,968,749,1471996800.0,1
1,1,18,14,150,170,0.79,6,4,18,24,1451952000.0,1
1,1,0,102,0,0,11.49,7,6,751,592,1543536000.0,1
1,1,0,48,85,112,0.0,9,7,1248,688,1464652800.0,1
1,3,0,50,0,0,15.49,12,6,628,524,1507766400.0,1
1,3,0,16,368,368,6.99,12,6,457,362,1463011200.0,1
1,1,0,0,17954,17954,44.99,6,3,578,468,1511136000.0,1
1,2,0,12,194,227,0.79,10,4,466,368,1452729600.0,1
1,1,0,50,0,0,0.79,8,6,522,411,1455494400.0,1
1,1,0,21,190,276,10.99,17,1,27,777,1503878400.0,1
1,1,0,18,53,53,1.59,13,4,987,767,1470009600.0,1
1,2,0,46,23,23,0.0,6,1,420,335,1457913600.0,1
1,2,0,0,205,205,1.59,5,1,994,772,1454025600.0,1
1,3,0,7,87,118,5.99,9,4,44,47,1487116800.0,1
1,3,0,23,199,251,10.99,12,1,860,1036,1472515200.0,1
1,1,0,0,19,19,0.0,7,4,528,419,1455494400.0,1
1,2,0,32,1848,2515,0.0,10,7,105,103,1455840000.0,1
1,1,16,32,62,90,0.0,18,7,759,598,1506038400.0,0
1,1,0,46,0,0,29.99,15,6,1115,873,1507161600.0,1
1,1,0,0,42,51,0.0,8,4,52,57,1464652800.0,1
1,3,0,86,129,129,0.0,8,1,764,603,1467849600.0,1
1,3,0,29,570,491,11.99,13,4,1277,985,1470096000.0,1
1,2,0,0,91,100,4.99,6,1,1038,816,1455580800.0,1
1,1,0,47,942,657,39.99,11,4,107,104,1472428800.0,1
1,2,0,69,1399,1435,24.99,8,4,1198,979,1466985600.0,1
1,2,0,15,14,16,0.0,8,4,446,1036,1463616000.0,1
1,1,0,37,272,303,10.99,9,2,1064,837,1460419200.0,1
1,3,0,31,0,0,13.59,8,1,1100,859,1505952000.0,1
1,1,0,0,193,233,0.79,5,1,464,366,1455494400.0,1
1,1,0,45,148,148,6.99,11,6,36,38,1502755200.0,0
1,1,0,50,1136,1136,29.99,8,6,1185,842,1468886400.0,1
1,1,0,48,51,51,1.99,9,1,305,242,1456099200.0,1
1,3,0,36,181,181,11.39,10,4,898,266,1494288000.0,1
1,1,0,5,20,20,0.0,5,4,678,542,1459987200.0,1
1,1,0,40,0,0,24.99,8,1,708,880,1493251200.0,1
1,2,0,55,3584,4993,13.59,15,1,174,155,1485129600.0,1
1,3,0,19,386,462,12.39,12,4,254,212,1526342400.0,1
1,1,0,23,283,381,10.99,7,1,785,331,1522195200.0,1
1,1,0,21,160,76,0.0,12,7,1241,706,1517788800.0,1
1,1,0,0,0,0,41.99,8,3,1223,943,1477526400.0,1
1,1,0,11,102,102,15.49,8,4,873,682,1459814400.0,1
1,2,0,39,0,0,4.12,8,3,335,265,1461024000.0,1
1,2,0,0,320,302,0.79,6,4,1135,522,1472083200.0,1
1,1,0,0,196,307,0.0,8,1,1282,988,1458259200.0,1
1,3,0,0,20,31,0.0,9,4,1337,1037,1462492800.0,1
1,1,0,100,252,245,0.79,6,4,934,831,1459814400.0,1
1,2,0,22,350,369,0.79,10,4,642,509,1457913600.0,1
1,1,18,43,2492,3729,49.99,7,1,649,515,1472169600.0,1
1,1,0,0,95,127,0.0,7,7,1243,958,1459814400.0,1
1,1,0,1,568,568,14.99,7,4,935,729,1459814400.0,1
1,3,0,48,1387,1387,24.99,9,4,47,880,1506988800.0,1
1,1,0,42,227,227,15.49,8,4,237,201,1507852800.0,1
1,3,0,20,537,767,10.29,9,4,1103,797,1466121600.0,1
1,1,0,21,435,435,6.99,12,1,328,911,1495584000.0,1
1,2,0,25,242,356,15.49,12,3,1204,48,1511136000.0,1
1,3,0,32,401,620,23.79,11,1,1157,897,1543449600.0,1
1,1,0,0,0,0,19.99,5,3,370,294,1485388800.0,0
1,1,0,57,1325,1325,15.49,11,6,1109,867,1525305600.0,1
1,3,0,99,303,303,23.79,11,1,332,262,1510012800.0,1
1,1,0,10,397,398,4.99,7,6,436,346,1542067200.0,1
1,3,0,30,340,353,10.99,14,6,891,431,1469664000.0,1
1,1,0,59,324,150,0.0,11,2,282,229,1476403200.0,1
1,1,0,0,153,155,0.0,7,4,136,131,1461801600.0,1
1,3,0,84,342,344,6.99,7,1,618,497,1469404800.0,1
1,1,0,75,497,570,15.99,12,4,407,612,1492646400.0,1
1,1,0,35,656,1058,23.79,10,1,584,474,1467676800.0,1
1,1,18,50,490,510,14.99,8,4,902,777,1495670400.0,1
1,2,0,19,211,229,11.39,6,6,85,266,1555545600.0,1
1,2,0,0,0,0,26.99,12,3,444,352,1478131200.0,1
1,2,0,5,21233,31845,0.0,7,4,156,143,1470182400.0,1
1,3,0,84,0,0,6.99,7,3,224,195,1476057600.0,1
1,3,0,1,133,133,0.79,6,1,770,427,1460419200.0,1
1,2,0,58,89,138,0.0,9,7,876,687,1462492800.0,1
1,3,0,32,65,65,11.49,7,1,895,4,1490832000.0,1
1,3,0,51,257,477,15.49,12,4,1113,871,1500940800.0,1
1,2,0,0,261,93,0.0,9,7,566,459,1471910400.0,1
1,1,0,7,673,193,1.99,9,4,839,458,1464307200.0,1
1,1,0,119,11,11,9.99,9,6,24,28,1465171200.0,1
1,3,0,0,863,863,15.99,5,6,1041,819,1512086400.0,1
1,2,0,40,1302,1523,23.79,7,1,773,610,1510531200.0,0
1,1,0,8,63481,63490,0.0,9,4,1293,1001,1473897600.0,1
1,3,0,50,229,229,14.99,10,4,120,115,1491868800.0,1
1,1,0,20,211,286,5.99,8,1,1341,1040,1464307200.0,1
1,1,0,42,0,0,14.49,10,6,897,701,1531094400.0,1
1,2,0,0,68,60,0.0,6,2,460,364,1462320000.0,1
1,3,0,35,1160,1394,4.79,11,4,1129,882,1464825600.0,1
1,1,0,9,51,51,0.0,5,1,227,196,1468886400.0,1
1,1,0,12,23,42,0.0,7,4,1257,408,1464307200.0,1
1,1,0,63,99,99,14.99,13,6,140,947,1535587200.0,1
1,2,0,0,878,878,15.49,9,6,97,96,1511136000.0,1
1,1,16,0,0,0,0.0,6,4,806,797,1464652800.0,1
1,1,0,0,284,274,8.59,12,4,1218,944,1483401600.0,1
1,2,0,12,131,131,14.99,7,1,853,667,1473811200.0,1
1,1,0,54,221,327,15.49,15,1,473,375,1512432000.0,1
1,1,0,0,54,78,0.0,17,4,46,51,1467072000.0,1
1,3,18,6,273,278,3.19,10,6,21,245,1496966400.0,1
1,3,0,26,23,30,5.79,15,1,818,643,1544745600.0,1
1,2,0,0,15,23,4.79,7,1,610,491,1493164800.0,1
1,1,0,35,47,47,29.99,11,6,779,617,1475798400.0,1
1,1,0,20,77,91,0.0,8,7,476,379,1508371200.0,1
1,1,0,21,2162,2226,14.99,12,1,868,529,1481068800.0,1
1,1,0,0,3,5,0.0,11,4,905,330,1467676800.0,1
1,1,0,27,1058,1058,3.99,9,6,1330,33,1474502400.0,1
1,1,0,37,252,268,1.59,14,1,1296,1003,1466121600.0,1
1,1,0,0,204,226,1.59,9,4,596,479,1464912000.0,0
1,2,18,11,214,214,3.99,9,6,965,747,1465948800.0,1
1,2,0,6,29,34,0.0,12,7,1230,952,1490918400.0,1
1,1,0,51,47,47,10.99,7,1,207,181,1487635200.0,1
1,3,0,83,227,277,3.99,10,4,776,615,1477440000.0,1
1,1,0,50,962,962,19.49,13,1,164,147,1501027200.0,1
1,1,0,5,247,244,0.79,8,4,462,107,1466035200.0,1
1,1,0,7,283,332,6.99,8,1,1314,797,1466985600.0,1
1,1,0,36,331,496,11.39,11,6,733,578,1527552000.0,0
1,1,0,0,248,489,15.49,6,6,451,358,1474502400.0,1
1,3,0,0,94,89,0.0,14,4,456,601,1479427200.0,1
1,2,0,7,206,206,6.99,11,1,685,59,1470182400.0,1
1,2,0,56,69,69,30.99,12,6,924,818,1531353600.0,1
1,1,0,4,20,22,0.0,7,4,755,594,1467936000.0,1
1,1,0,21,523,744,18.1,8,6,275,49,1478649600.0,1
1,2,16,40,1345,1573,39.99,11,1,699,516,1553817600.0,1
1,1,0,31,178,295,29.99,7,4,1153,415,1495756800.0,1
1,1,0,43,171,198,20.51,11,1,454,360,1478131200.0,1
1,1,0,47,0,0,32.99,12,6,198,174,1505779200.0,1
1,1,0,59,1667,257,0.0,10,7,819,644,1470700800.0,1
1,1,0,0,233,233,18.99,10,4,361,287,1472428800.0,1
1,1,0,29,89,94,18.99,8,1,782,134,1495756800.0,1
1,1,0,36,0,0,19.49,10,6,571,474,1475452800.0,1
1,2,0,8,93,96,1.99,7,1,1052,828,1468195200.0,1
1,1,0,6,1423,1423,4.79,8,1,613,45,1470355200.0,1
1,1,0,8,62,62,0.0,8,4,936,730,1474848000.0,1
1,3,0,1,86,92,0.79,6,1,731,576,1468368000.0,1
1,1,0,15,357,434,14.99,9,4,181,842,1472515200.0,1
1,3,0,50,53,53,0.0,13,3,641,508,1513555200.0,1
1,1,0,30,382,382,17.99,8,6,787,1017,1517961600.0,1
1,1,18,60,521,638,29.99,13,6,884,398,1491523200.0,1
1,1,18,40,78,78,49.99,11,3,649,515,1487635200.0,1
1,2,0,39,0,0,22.99,8,1,496,389,1499990400.0,1
1,2,0,0,14,14,0.0,8,4,459,363,1468454400.0,1
1,1,0,50,1993,1993,24.99,10,6,1136,998,1489708800.0,1
1,2,0,32,171,212,1.59,10,4,365,690,1470873600.0,1
1,3,0,54,0,0,6.99,17,1,780,618,1491523200.0,1
1,2,0,18,257,280,10.99,12,4,640,393,1487894400.0,1
1,2,0,95,1081,1081,39.99,9,1,504,517,1516924800.0,1
1,3,0,47,0,0,14.99,12,3,264,219,1495670400.0,1
1,3,0,6,332,336,10.99,10,1,1297,1004,1479340800.0,1
1,1,18,30,1360,1360,12.99,10,4,1082,880,1477526400.0,1
1,1,0,0,1543,2207,0.0,14,7,230,197,1471219200.0,1
1,1,18,21,111,129,7.19,10,1,493,387,1476057600.0,1
1,1,0,54,187,259,23.79,14,4,1088,849,1478736000.0,1
1,2,0,42,169,169,2.79,12,1,300,690,1518134400.0,1
1,2,0,0,297,367,11.39,6,7,682,544,1554076800.0,1
1,1,0,17,195,276,1.59,8,1,59,62,1470268800.0,1
1,1,0,12,0,0,12.39,8,6,296,234,1483228800.0,1
1,1,0,0,3,3,0.0,5,4,1334,1034,1470096000.0,1
1,1,16,59,0,0,39.99,11,6,1255,12,1486339200.0,1
1,2,0,31,241,242,3.99,8,7,863,675,1479427200.0,1
1,1,0,53,54,54,29.99,8,1,744,998,1500940800.0,1
1,1,0,39,141,232,29.99,9,6,575,685,1474934400.0,1
1,3,0,0,81,96,0.0,15,7,917,717,1492473600.0,1
1,3,0,18,131,131,1.59,11,4,1253,406,1477353600.0,1
1,3,0,0,98,37,0.0,14,7,556,450,1471996800.0,1
1,3,0,18,856,856,18.99,9,3,1299,1006,1480291200.0,1
1,1,0,0,36,51,0.0,13,4,1327,1030,1475798400.0,0
1,2,0,28,102,102,1.99,7,6,758,597,1472688000.0,1
1,1,0,9,7,11,0.0,8,4,612,494,1480982400.0,1
1,3,0,21,282,297,1.99,16,1,645,510,1478217600.0,1
1,3,0,0,22,14,0.0,9,7,180,161,1480982400.0,1
1,1,0,27,219,234,0.79,7,2,1047,107,1474848000.0,1
1,3,16,19,91,91,22.99,10,4,159,84,1502755200.0,1
1,1,0,17,112,155,1.99,11,6,754,916,1474848000.0,1
1,1,0,23,0,0,26.99,9,1,1333,1017,1528848000.0,1
1,3,0,50,1164,1453,44.99,10,4,242,204,1503532800.0,1
1,1,0,34,216,397,29.99,12,4,12,16,1472774400.0,1
1,1,0,0,109,158,3.99,6,4,920,720,1473033600.0,1
1,1,0,0,55,82,0.0,4,4,281,228,1476748800.0,1
1,1,0,0,73,142,0.0,7,1,1085,938,1472601600.0,1
1,3,0,30,284,284,15.0,10,1,322,647,1544400000.0,1
1,1,0,42,1474,2078,22.99,14,6,71,75,1481673600.0,1
1,1,0,12,10575,15852,0.0,11,6,390,311,1479600000.0,1
1,1,0,17,17,17,23.79,10,1,374,1036,1512691200.0,1
1,3,0,13,108,108,1.99,6,3,40,260,1485388800.0,1
1,3,0,21,530,530,3.99,10,1,671,536,1495756800.0,1
1,1,0,30,444,444,23.79,9,6,570,474,1487030400.0,1
1,2,0,41,0,0,8.99,7,3,234,200,1493856000.0,1
1,1,0,52,85,85,39.99,7,6,295,104,1509667200.0,1
1,2,0,20,213,267,10.29,14,1,265,220,1519948800.0,1
1,1,0,25,133,171,14.99,14,1,565,458,1486512000.0,1
1,1,0,5,404,243,2.79,7,4,392,484,1483574400.0,1
1,1,0,0,141,141,33.99,11,1,1216,943,1496102400.0,1
1,1,0,45,37,37,24.99,6,6,649,515,1486425600.0,1
1,1,0,0,772,1524,16.99,6,6,445,353,1521072000.0,1
1,3,0,0,3,3,0.0,6,4,1094,855,1477008000.0,1
1,3,0,17,1,1,0.0,9,1,1318,1023,1475452800.0,1
1,1,0,123,0,0,44.8,7,1,360,286,1489622400.0,1
1,2,0,4,63,64,0.0,8,4,1235,140,1476316800.0,1
1,1,18,0,63,57,0.0,8,2,189,166,1482019200.0,1
1,1,0,51,17,30,0.0,11,1,301,818,1522281600.0,1
1,1,0,23,229,290,10.99,11,1,540,430,1474848000.0,1
1,3,0,26,144,144,15.49,17,6,129,122,1527724800.0,1
1,2,0,29,271,36,0.0,12,4,349,277,1542240000.0,1
1,2,0,16,140,159,1.99,6,1,994,772,1476921600.0,1
1,3,0,15,42,42,0.0,9,4,1126,878,1485216000.0,1
1,1,0,12,321,397,0.0,10,4,1152,635,1525996800.0,1
1,3,0,0,583,393,0.0,10,4,556,450,1475193600.0,1
1,2,0,34,341,460,6.99,10,4,353,281,1491177600.0,1
1,3,0,20,177,228,15.49,11,1,1179,918,1501200000.0,1
1,1,12,35,462,689,0.0,10,2,1074,842,1486252800.0,1
1,1,0,0,24,24,6.99,8,6,1238,955,1482105600.0,1
1,1,0,0,447,641,0.0,14,2,799,575,1478131200.0,1
1,3,0,30,199,389,11.39,14,1,533,1036,1531958400.0,1
1,3,0,30,219,266,14.99,9,4,991,232,1508371200.0,1
1,1,0,15,174,242,5.99,15,6,874,683,1476403200.0,1
1,1,0,51,75,75,29.99,9,1,825,997,1501632000.0,1
1,2,0,12,1004,1004,0.79,8,6,1309,1015,1476403200.0,1
1,3,0,17,145,252,7.99,8,1,1075,842,1480809600.0,1
1,2,0,0,0,0,29.99,7,6,654,520,1496620800.0,1
